stationId;observationTime;latitude;longitude;elevation;temp;dewpoint;windDirection;windSpeed;visibility;altim;qualityControlFlag;skyCondition1a;skyCondition1b;skyCondition2a;skyCondition2b;flightCategory;metarType
EIDW;2018-12-14T10:00:00Z;53.42;-6.25;85;6;2;150;29.632;6.21;30;TRUE;FEW;1700;SCT;3000;VFR;METAR
