stationId;observationTime;latitude;longitude;elevation;temp;dewpoint;windDirection;windSpeed;visibility;altim;qualityControlFlag;skyCondition1a;skyCondition1b;skyCondition2a;skyCondition2b;flightCategory;metarType
LOWS;2020-01-05T00:20:00Z;47.78;13.02;430;4;0;280;22.224;6.21;30.413385;FEW;1400;SCT;1900;VFR;METAR
