stationId;observationTime;latitude;longitude;elevation;temp;dewpoint;windDirection;windSpeed;visibility;altim;qualityControlFlag;skyCondition1a;skyCondition1b;skyCondition2a;skyCondition2b;flightCategory;metarType
LGTS;2019-11-07T23:50:00Z;40.52;22.97;7;18;15;300;22.224;6.21;29.88189;FEW;1800;SCT;3000;VFR;METAR
