stationId;observationTime;latitude;longitude;elevation;temp;dewpoint;windDirection;windSpeed;visibility;altim;qualityControlFlag;skyCondition1a;skyCondition1b;skyCondition2a;skyCondition2b;flightCategory;metarType
EDDF;2019-10-17T00:20:00Z;50.05;8.6;113;13;9;200;11.112;6.21;29.88189;VFR;METAR
