station_id;observation_time;latitude;longitude;elevation;temperature;dewpoint;winddirection;windspeed;visibility in km
EDDH;2018-12-04T19:50:00Z;53.63;10;16;4;1;250;12.964;9.99189;30.177166;TRUE;VFR;METAR
