LHBP,2018-12-17T17:00:00Z,47.42,19.27,185,-8,-8,0,1.852,1.12,30.265747,IFR,METAR
LHUD,2018-12-17T16:45:00Z,46.25,20.1,84,-4,-4,320,12.964,2.24,30.295275,IFR,METAR
LHPR,2018-12-17T16:45:00Z,47.63,17.82,129,-1,-3,270,11.112,4.35,30.295275,MVFR,METAR
LHPP,2018-12-17T16:45:00Z,45.98,18.23,305,-4,-5,240,3.704,1.24,30.265747,IFR,METAR
