stationId;observationTime;latitude;longitude;elevation;temp;dewpoint;windDirection;windSpeed;visibility;altim;qualityControlFlag;skyCondition1a;skyCondition1b;skyCondition2a;skyCondition2b;flightCategory;metarType
EDDN;2019-05-28T12:50:00Z;49.5;11.08;312;16;10;300;22.224;6.21;29.763779;VFR;METAR
