stationId;observationTime;latitude;longitude;elevation;temp;dewpoint;windDirection;windSpeed;visibility;altim;qualityControlFlag;skyCondition1a;skyCondition1b;skyCondition2a;skyCondition2b;flightCategory;metarType
EDHI;2020-01-05T20:20:00Z;53.53;9.83;13;6;4;230;16.668;4.97;30.383858;MVFR;METAR
