stationId;observationTime;latitude;longitude;elevation;temp;dewpoint;windDirection;windSpeed;visibility;altim;qualityControlFlag;skyCondition1a;skyCondition1b;skyCondition2a;skyCondition2b;flightCategory;metarType
EDDP;2020-05-15T08:50:00Z;51.43;12.23;149;11;0;40;12.964;6.21;30.059055;VFR;METAR
