stationId;observationTime;latitude;longitude;elevation;temp;dewpoint;windDirection;windSpeed;visibility;altim;qualityControlFlag;skyCondition1a;skyCondition1b;skyCondition2a;skyCondition2b;flightCategory;metarType
EDDM;2018-12-07T22:50:00Z;48.35;11.82;447;10;5;250;40.744;6.21;29.734253;FEW;3300;BKN;3800;VFR;METAR
