stationId;observationTime;latitude;longitude;elevation;temp;dewpoint;windDirection;windSpeed;visibility;altim;skyCondition1a;skyCondition1b;skyCondition2a;skyCondition2b;flightCategory;metarType
LOWL;2020-02-24T00:20:00Z;48.22;14.18;313;13;9;260;50.004000000000005;6.21;29.970472;FEW;2800;SCT;3200;VFR;METAR
