stationId;observationTime;latitude;longitude;elevation;temp;dewpoint;windDirection;windSpeed;visibility;altim;skyCondition1a;skyCondition1b;skyCondition2a;skyCondition2b;flightCategory;metarType
LHBP;2019-01-13T23:30:00Z;47.42;19.27;185;1;1;200;12.964;3.73;29.350393;BKN;2000;OVC;3500;MVFR;METAR
