stationId;observationTime;latitude;longitude;elevation;temp;dewpoint;windDirection;windSpeed;visibility;altim;skyCondition1a;skyCondition1b;skyCondition2a;skyCondition2b;flightCategory;metarType
LKPR;2020-01-11T00:07:00Z;50.1;14.27;365;4;1;310;25.928;6.21;30.265747;FEW;1700;BKN;2900;MVFR;SPECI
